Measure	DAX Expression	Parent	Child	Tables	Columns
Act Mth	 VAR Special_Items =     CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "3400003" ) ) VAR Administration_Cost =     CALCULATE (         [Total Maris],         KEEPFILTERS ( FT_MARIS_VW[ITEM] = "ADMINISTRATION COST" )     ) VAR CM1 =     CALCULATE (         [Total Maris],         KEEPFILTERS ( FT_MARIS_VW[ITEM] = "CONTRIBUTION MARGIN 1" )     ) VAR Ebitbsi =     CALCULATE (         [Total Maris],         KEEPFILTERS ( FT_MARIS_VW[ITEM] = "EBIT BEFORE SI" )     ) VAR EBITDA =     CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM] = "EBITDA" ) ) VAR DA =     CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "3650003" ) ) VAR EBIT =     CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "4800003" ) ) VAR sub1 =     CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "4200003" ) ) VAR sub2 =     CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "4800033" ) ) VAR FixedCost = sub1 - sub2 VAR sub3 =     CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "3240003" ) ) VAR sub4 =     CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "3250003" ) ) VAR sub5 =     CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "3260003" ) ) RETURN     VAR ManufacturingCost = sub3 + sub4 + sub5     VAR NS3rd =         CALCULATE (             [Total Net Sales],             KEEPFILTERS ( FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[136_BUSINESS_TYPE_OCEAN_ID] = "E" )         )     VAR OtherOperatingCost =         CALCULATE (             [Total Maris],             KEEPFILTERS ( FT_MARIS_VW[ITEM] = "OTHER OPERATING COSTS" )         )     VAR sub6 =         CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "3321003" ) )     VAR sub7 =         CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "3323003" ) )     VAR sub8 =         CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM_KEY] = "3324003" ) )     VAR RD = sub6 + sub7 + sub8     VAR SellingCost =         CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM] = "SELLING COST" ) )     VAR ShippingCost =         CALCULATE ( [Total Maris], KEEPFILTERS ( FT_MARIS_VW[ITEM] = "SHIPPING COST" ) )     VAR Vol3rd =         CALCULATE (             [Total Vol Ocean],             ( FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[136_BUSINESS_TYPE_OCEAN_ID] = "E" )         )     VAR sub9 = ManufacturingCost + ShippingCost + SellingCost + RD + Administration_Cost + OtherOperatingCost     VAR sub10 =         CALCULATE (             [Total Maris],             KEEPFILTERS ( FT_MARIS_VW[ITEM] = "Fixed Cost bSI" )         )     VAR OtherCost = ( sub9 - sub10 ) * ( -1 )     RETURN         SWITCH (             MAX ( KPIs[KPIs] ),             "Volumes - 3rd Parties (kt)", Vol3rd,             "Net Sales - 3rd Parties", NS3rd,             "CM1", CM1,             "Fixed Cost", FixedCost,             "Fixed Manufacturing Cost", ManufacturingCost,             "Shipping Cost", ShippingCost,             "Selling Cost", SellingCost,             "R&D Cost", RD,             "Administration Cost", Administration_Cost,             "Other Operating Cost", OtherOperatingCost,             "Other Cost", OtherCost,             "EBIT bSI", Ebitbsi,             "Special Items", Special_Items,             "EBITDA", EBITDA,             "EBIT", EBIT,             "DA", DA         )	Total Maris; Total Net Sales; Total Vol Ocean	FYFC; FYPY; PYTD; YTD; Δ FYFC FYPY; Δ OP; Δ PYP	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; KPIs	FT_MARIS_VW[VALUE_EUR]; FT_MARIS_VW[ITEM_KEY]; FT_MARIS_VW[ITEM]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[NET_SALES]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[136_BUSINESS_TYPE_OCEAN_ID]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; KPIs[KPIs]
FC	 VAR CY = [Sel_Year] VAR CM = [Sel_Mth] VAR VolFC =     CALCULATE (         [Total FC 3rd],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         FT_FC_EPME[KPI] = "Sales volume",         YEAR ( FT_FC_EPME[FC Date] ) = CY,         FT_FC_EPME[138_BUSINESS_TYPE_CM1_ROLLE_FC] = "3RD PARTY"     ) VAR NSFC =     CALCULATE (         [Total FC 3rd],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         FT_FC_EPME[KPI] = "Net Sales",         YEAR ( FT_FC_EPME[FC Date] ) = CY,         FT_FC_EPME[138_BUSINESS_TYPE_CM1_ROLLE_FC] = "3RD PARTY"     ) VAR CM1FC =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "CM 1",         MONTH ( Historical[Input Date] ) = CM,         YEAR ( Historical[Input Date] ) = CY     ) VAR ManufCostFC =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "Fixed Manufacturing",         MONTH ( Historical[Input Date] ) = CM,         YEAR ( Historical[Input Date] ) = CY     ) VAR ShippingCFC =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "Total Shipping",         MONTH ( Historical[Input Date] ) = CM,         YEAR ( Historical[Input Date] ) = CY     ) VAR DA =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "Depreciation",         MONTH ( Historical[Input Date] ) = CM,         YEAR ( Historical[Input Date] ) = CY     ) VAR EBIT =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "EBIT",         MONTH ( Historical[Input Date] ) = CM,         YEAR ( Historical[Input Date] ) = CY     ) VAR EBITDA = DA + EBIT VAR SI =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "Special Items",         MONTH ( Historical[Input Date] ) = CM,         YEAR ( Historical[Input Date] ) = CY     ) VAR SellingCFC =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "Total Selling",         MONTH ( Historical[Input Date] ) = CM,         YEAR ( Historical[Input Date] ) = CY     ) VAR RDFC =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "Total R&D",         MONTH ( Historical[Input Date] ) = CM,         YEAR ( Historical[Input Date] ) = CY     ) VAR AdminCFC =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "Total Admin"             && MONTH ( Historical[Input Date] ) = CM             && YEAR ( Historical[Input Date] ) = CY     ) //Other Operating Cost FC VAR OtherOperatingCFC =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "Total OOC"             && MONTH ( Historical[Input Date] ) = CM             && YEAR ( Historical[Input Date] ) = CY     ) //Other Cost FC VAR OtherCFC =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "Total Others"             && MONTH ( Historical[Input Date] ) = CM             && YEAR ( Historical[Input Date] ) = CY     ) //EBIT bSI FC VAR EbitbsiFC =     CALCULATE (         [Total FC P&L],         ALL ( DT_Date[Date], DT_Date[Month_short] ),         Historical[KPI] = "EBITbSI"             && MONTH ( Historical[Input Date] ) = CM             && YEAR ( Historical[Input Date] ) = CY     ) //Fixed Cost FC VAR FixedCostFC = ManufCostFC + ShippingCFC + SellingCFC + RDFC + AdminCFC + OtherOperatingCFC + OtherCFC //Output VAR Output =     SWITCH (         MAX ( KPIs[KPIs] ),         "Volumes - 3rd Parties (kt)", VolFC,         "Net Sales - 3rd Parties", NSFC,         "CM1", CM1FC,         "Fixed Cost", FixedCostFC,         "Fixed Manufacturing Cost", ManufCostFC,         "Shipping Cost", ShippingCFC,         "Selling Cost", SellingCFC,         "R&D Cost", RDFC,         "Administration Cost", AdminCFC,         "Other Operating Cost", OtherOperatingCFC,         "Other Cost", OtherCFC,         "EBIT bSI", EbitbsiFC,         "EBIT", EBIT,         "DA", DA,         "Special Items", SI,         "EBITDA", EBITDA     ) RETURN     Output	Sel_Year; Sel_Mth; Total FC 3rd; Total FC P&L	FYFC; Δ FYFC FYPY; Δ OP	DT_Date; FT_FC_EPME; Historical; KPIs	DT_Date[Year]; DT_Date[Month_Number]; FT_FC_EPME[Value]; DT_Date[Date]; DT_Date[Month_short]; FT_FC_EPME[KPI]; FT_FC_EPME[FC Date]; FT_FC_EPME[138_BUSINESS_TYPE_CM1_ROLLE_FC]; Historical[Value]; Historical[KPI]; Historical[Input Date]; KPIs[KPIs]
FYFC	[YTD] + [FC]	YTD; Act Mth; Total Maris; Total Net Sales; Total Vol Ocean; FC; Sel_Year; Sel_Mth; Total FC 3rd; Total FC P&L	Δ FYFC FYPY; Δ OP	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; KPIs; DT_Date; FT_FC_EPME; Historical	FT_MARIS_VW[VALUE_EUR]; FT_MARIS_VW[ITEM_KEY]; FT_MARIS_VW[ITEM]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[NET_SALES]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[136_BUSINESS_TYPE_OCEAN_ID]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; KPIs[KPIs]; DT_Date[Date]; DT_Date[Year]; DT_Date[Month_Number]; FT_FC_EPME[Value]; DT_Date[Month_short]; FT_FC_EPME[KPI]; FT_FC_EPME[FC Date]; FT_FC_EPME[138_BUSINESS_TYPE_CM1_ROLLE_FC]; Historical[Value]; Historical[KPI]; Historical[Input Date]
FYPY	 CALCULATE ( [Act Mth], PREVIOUSYEAR ( DT_Date[Date] ) )	Act Mth; Total Maris; Total Net Sales; Total Vol Ocean	Δ FYFC FYPY	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; KPIs; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_MARIS_VW[ITEM_KEY]; FT_MARIS_VW[ITEM]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[NET_SALES]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[136_BUSINESS_TYPE_OCEAN_ID]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; KPIs[KPIs]; DT_Date[Date]
OP	 VAR CY = [Sel_Year] //Volume BG VAR VolBG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "Volumes",         FT_Budget_EPME[Calendar Year] = CY,         NOT ( CONTAINSSTRING ( FT_Budget_EPME[Industry], "*exports*" ) ),         NOT ( CONTAINSSTRING ( FT_Budget_EPME[Industry], "*transfers*" ) )     ) //NS BG VAR NSBG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "Net Sales 3rd party",         FT_Budget_EPME[Calendar Year] = CY     ) //CM1 BG VAR CM1BG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "CM1",         FT_Budget_EPME[Calendar Year] = CY     ) //Manufacturing Cost BG VAR ManufCostBG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "Fixed Manufacturing",         FT_Budget_EPME[Calendar Year] = CY     ) //Shipping Cost BG VAR Depreciation =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "Depreciation",         FT_Budget_EPME[Calendar Year] = CY     ) //Shipping Cost BG VAR ShippingCBG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "Shipping",         FT_Budget_EPME[Calendar Year] = CY     ) //Selling Cost BG VAR SellingCBG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "Selling",         FT_Budget_EPME[Calendar Year] = CY     ) //R&D BG VAR RDBG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "R&D",         FT_Budget_EPME[Calendar Year] = CY     ) //Administration Cost BG VAR AdminCBG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "Administration",         FT_Budget_EPME[Calendar Year] = CY     ) //Other Operating Cost BG VAR OtherOperatingCBG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "Other Operating Cost",         FT_Budget_EPME[Calendar Year] = CY     ) //Other Cost BG VAR OtherCBG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "Other",         FT_Budget_EPME[Calendar Year] = CY     ) //EBIT bSI BG VAR EbitbsiBG =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "EBITbSI",         FT_Budget_EPME[Calendar Year] = CY     ) //Fixed Cost BG VAR Ebit =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "EBIT",         FT_Budget_EPME[Calendar Year] = CY     ) //Fixed Cost BG VAR EbitDA =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "EBITDA",         FT_Budget_EPME[Calendar Year] = CY     ) VAR SpecialItem =     CALCULATE (         [Total BG],         ALL ( DT_Date ),         FT_Budget_EPME[KPI] = "Special item",         FT_Budget_EPME[Calendar Year] = CY     ) VAR FixedCostYTD = ManufCostBG + ShippingCBG + SellingCBG + RDBG + AdminCBG + OtherOperatingCBG + OtherCBG //Output VAR Output =     SWITCH (         MAX ( KPIs[KPIs] ),         "Volumes - 3rd Parties (kt)", VolBG,         "Net Sales - 3rd Parties", NSBG,         "CM1", CM1BG,         "Fixed Cost", FixedCostYTD,         "Fixed Manufacturing Cost", ManufCostBG,         "Shipping Cost", ShippingCBG,         "Selling Cost", SellingCBG,         "R&D Cost", RDBG,         "Administration Cost", AdminCBG,         "Other Operating Cost", OtherOperatingCBG,         "Other Cost", OtherCBG,         "EBIT bSI", EbitbsiBG,         "Special Items", SpecialItem,         "EBITDA", EbitDA,         "EBIT", Ebit,         "DA", Depreciation     ) RETURN     Output	Sel_Year; Total BG	Δ OP	DT_Date; FT_Budget_EPME; KPIs	DT_Date[Year]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; FT_Budget_EPME[Calendar Year]; FT_Budget_EPME[Industry]; KPIs[KPIs]
PYTD	 TOTALYTD ( [Act Mth], SAMEPERIODLASTYEAR ( DT_Date[Date] ) )	Act Mth; Total Maris; Total Net Sales; Total Vol Ocean	Δ PYP	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; KPIs; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_MARIS_VW[ITEM_KEY]; FT_MARIS_VW[ITEM]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[NET_SALES]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[136_BUSINESS_TYPE_OCEAN_ID]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; KPIs[KPIs]; DT_Date[Date]
YTD	 TOTALYTD ( [Act Mth], DT_Date[Date] )	Act Mth; Total Maris; Total Net Sales; Total Vol Ocean	FYFC; Δ FYFC FYPY; Δ OP; Δ PYP	FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; KPIs; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_MARIS_VW[ITEM_KEY]; FT_MARIS_VW[ITEM]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[NET_SALES]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[136_BUSINESS_TYPE_OCEAN_ID]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; KPIs[KPIs]; DT_Date[Date]
Δ FYFC FYPY	 DIVIDE ( [FYFC] - [FYPY], [FYPY] )	FYFC; YTD; Act Mth; Total Maris; Total Net Sales; Total Vol Ocean; FC; Sel_Year; Sel_Mth; Total FC 3rd; Total FC P&L; FYPY		FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; KPIs; DT_Date; FT_FC_EPME; Historical	FT_MARIS_VW[VALUE_EUR]; FT_MARIS_VW[ITEM_KEY]; FT_MARIS_VW[ITEM]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[NET_SALES]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[136_BUSINESS_TYPE_OCEAN_ID]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; KPIs[KPIs]; DT_Date[Date]; DT_Date[Year]; DT_Date[Month_Number]; FT_FC_EPME[Value]; DT_Date[Month_short]; FT_FC_EPME[KPI]; FT_FC_EPME[FC Date]; FT_FC_EPME[138_BUSINESS_TYPE_CM1_ROLLE_FC]; Historical[Value]; Historical[KPI]; Historical[Input Date]
Δ OP	 DIVIDE ( [FYFC] - [OP], [OP] )	FYFC; YTD; Act Mth; Total Maris; Total Net Sales; Total Vol Ocean; FC; Sel_Year; Sel_Mth; Total FC 3rd; Total FC P&L; OP; Total BG		FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; KPIs; DT_Date; FT_FC_EPME; Historical; FT_Budget_EPME	FT_MARIS_VW[VALUE_EUR]; FT_MARIS_VW[ITEM_KEY]; FT_MARIS_VW[ITEM]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[NET_SALES]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[136_BUSINESS_TYPE_OCEAN_ID]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; KPIs[KPIs]; DT_Date[Date]; DT_Date[Year]; DT_Date[Month_Number]; FT_FC_EPME[Value]; DT_Date[Month_short]; FT_FC_EPME[KPI]; FT_FC_EPME[FC Date]; FT_FC_EPME[138_BUSINESS_TYPE_CM1_ROLLE_FC]; Historical[Value]; Historical[KPI]; Historical[Input Date]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; FT_Budget_EPME[Calendar Year]; FT_Budget_EPME[Industry]
Δ PYP	 DIVIDE ( [YTD], [PYTD], 0 ) - 1	YTD; Act Mth; Total Maris; Total Net Sales; Total Vol Ocean; PYTD		FT_MARIS_VW; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched; KPIs; DT_Date	FT_MARIS_VW[VALUE_EUR]; FT_MARIS_VW[ITEM_KEY]; FT_MARIS_VW[ITEM]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[NET_SALES]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[136_BUSINESS_TYPE_OCEAN_ID]; FT_OCEAN_SalesAnalysis_Union_BASF_Enriched[STANDARD_QUANTITY_KG]; KPIs[KPIs]; DT_Date[Date]
Total CM1	 SUM ( FT_COBUS_A4[CM1] ) / 1000000		YTD CM1; PYTD CM1; Total CM1/KG Line; YoY CM1	FT_COBUS_A4	FT_COBUS_A4[CM1]
YTD CM1	 TOTALYTD ( [Total CM1], DT_Date[Date] )	Total CM1	PYTD CM1; YoY CM1	FT_COBUS_A4; DT_Date	FT_COBUS_A4[CM1]; DT_Date[Date]
PYTD CM1	 CALCULATE ( [YTD CM1], SAMEPERIODLASTYEAR ( DT_Date[Date] ) )	YTD CM1; Total CM1	YoY CM1	FT_COBUS_A4; DT_Date	FT_COBUS_A4[CM1]; DT_Date[Date]
Total CM1/KG Line	 IF (     SELECTEDVALUE ( 'DT_Date (2)'[Month_Number] )         <= SELECTEDVALUE ( DT_Date[Month_Number] ),     CALCULATE (         [Total CM1]             / ( SUM ( FT_COBUS_A4[STANDARD_QUANTITY_KG] ) / 1000000 ),         FILTER (             ALL ( DT_Date ),             DT_Date[Month_Number] = SELECTEDVALUE ( 'DT_Date (2)'[Month_Number] )                 && DT_Date[Year] = SELECTEDVALUE ( 'DT_Date'[Year] )         )     ),     BLANK () )	Total CM1		DT_Date (2); DT_Date; FT_COBUS_A4	DT_Date (2)[Month_Number]; DT_Date[Month_Number]; FT_COBUS_A4[CM1]; FT_COBUS_A4[STANDARD_QUANTITY_KG]; DT_Date[Year]
YoY CM1	 [YTD CM1] - [PYTD CM1]	YTD CM1; Total CM1; PYTD CM1		FT_COBUS_A4; DT_Date	FT_COBUS_A4[CM1]; DT_Date[Date]
Total AC OIV SBU VIEW	 CALCULATE ( SUM ( FT_SCI_EPME[AC OIV] ), FT_SCI_EPME[TYPE] = "BU_SBU" ) / 1e6		Total AC OIV + FC	FT_SCI_EPME	FT_SCI_EPME[AC OIV]; FT_SCI_EPME[TYPE]
YoY DIV	 VAR PYTD_DIV =     CALCULATE ( [YTD DIV], SAMEPERIODLASTYEAR ( DT_Date[Date] ) ) RETURN     [YTD DIV] - PYTD_DIV	YTD DIV		DT_SBU; FT_SCI_EPME; DT_Date	DT_SBU[SBU_KEY]; FT_SCI_EPME[AC_DIV_YTD]; FT_SCI_EPME[ORG_BU]; DT_Date[Date]
YTD DIV	 IF (     DISTINCTCOUNT ( DT_SBU[SBU_KEY] ) = 1,     SUM ( FT_SCI_EPME[AC_DIV_YTD] ),     CALCULATE (         SUM ( FT_SCI_EPME[AC_DIV_YTD] ),         FT_SCI_EPME[ORG_BU] = "E-PME",         REMOVEFILTERS ( DT_SBU[SBU_KEY] )     ) )		YoY DIV; AoB DIV YTD	DT_SBU; FT_SCI_EPME	DT_SBU[SBU_KEY]; FT_SCI_EPME[AC_DIV_YTD]; FT_SCI_EPME[ORG_BU]
AoB DIV YTD	 VAR DIVTarget =     IF (         DISTINCTCOUNT ( DT_SBU[SBU_KEY] ) = 1,         CALCULATE ( SUM ( FT_Budget_EPME[Value] ), FT_Budget_EPME[KPI] = "DIV" ),         CALCULATE (             SUM ( FT_Budget_EPME[Value] ),             FT_Budget_EPME[KPI] = "DIV",             FT_Budget_EPME[SBU] = "E-PME",             REMOVEFILTERS ( DT_SBU[SBU_KEY] )         )     ) RETURN     [YTD DIV] - DIVTarget	YTD DIV		DT_SBU; FT_Budget_EPME; FT_SCI_EPME	DT_SBU[SBU_KEY]; FT_Budget_EPME[Value]; FT_Budget_EPME[KPI]; FT_Budget_EPME[SBU]; FT_SCI_EPME[AC_DIV_YTD]; FT_SCI_EPME[ORG_BU]
Total AC OIV + FC	[Total AC OIV SBU VIEW] + [Total AC OIV FC]	Total AC OIV SBU VIEW; Total AC OIV FC		FT_SCI_EPME; Reporting month; FT_INVENTORY_AC_OIV; DT_Date	FT_SCI_EPME[AC OIV]; FT_SCI_EPME[TYPE]; FT_SCI_EPME[CALENDAR_DATE]; Reporting month[Reporting Month]; Reporting month[Reporting Date]; FT_INVENTORY_AC_OIV[VALUE]; DT_Date[Month_short]; DT_Date[Month_Number]
Total AC OIV FC	 VAR RepMonth =     MAX ( 'Reporting month'[Reporting Month] ) RETURN     CALCULATE (         SUM ( FT_INVENTORY_AC_OIV[Value] ),         REMOVEFILTERS ( DT_Date[Month_short] ),         KEEPFILTERS ( DT_Date[Month_Number] > RepMonth )     )		Total AC OIV + FC	Reporting month; FT_SCI_EPME; FT_INVENTORY_AC_OIV; DT_Date	FT_SCI_EPME[CALENDAR_DATE]; Reporting month[Reporting Month]; Reporting month[Reporting Date]; FT_INVENTORY_AC_OIV[VALUE]; DT_Date[Month_short]; DT_Date[Month_Number]
DSO Smoothed	 VAR DATE_12Month =     CALCULATE (         DATEADD ( LASTDATE ( FT_CARAT_GROSS_SALES[CALENDAR_DATE] ), -12, MONTH ),         ALL ( FT_CARAT_GROSS_SALES[CALENDAR_DATE] )     ) VAR DATE_Actual =     LASTDATE ( FT_CARAT_GROSS_SALES[CALENDAR_DATE] ) // The DSOSmoothed is calculated by summing the DSO_PIT from the last 11 months + current month and devide by the count of these months (usually 12, but can be less) VAR DSOSmoothed =     CALCULATE (         SUMX ( VALUES ( DT_Date[Month_Number] ), [DSO PIT] ),         DT_Date[Date] > DATE_12Month,         DT_Date[Date] <= DATE_Actual     )         / IF ( ( [CountMonth] > 12 ), ( 12 ), [CountMonth] ) // This step is to keep the Total, while removing unneeded industries in Filter pane  VAR DSOSmoothed_Graph =     CALCULATE (         SUMX ( ALL ( DT_Date[Month_Number] ), [DSO PIT] ),         DT_Date[Date] > DATE_12Month,         DT_Date[Date] <= DATE_Actual     )         / IF ( ( [CountMonth] > 12 ), ( 12 ), [CountMonth] ) RETURN     DSOSmoothed_Graph	DSO PIT; Days_Month1; Total by Month 1; Total Gross Saless CM; Days_Month2; Total by Month 2; Total Gross Saless Month-1; Days_Month3; Total by Month 3; Total Gross Saless Month-2; Days_Month4; Total by Month 4; Total Gross Saless Month-3; Days_Month5; Total by Month 5; Total Gross Saless Month-4; Days_Month6; Total by Month 6; Total Gross Saless Month-5; Days_Month7; Total by Month 7; Total Gross Saless Month-6; Days_Month8; Total by Month 8; Total Gross Saless Month-7; Days_Month9; Total by Month 9; Total Gross Saless Month-8; Days_Month10; Total by Month 10; Total Gross Saless Month-9; Days_Month11; Total by Month 11; Total Gross Saless Month-10; Days_Month12; Total by Month 12; Total Gross Saless Month-11; CountMonth	DSO Smoothed Δ PY; AoB DSO	FT_CARAT_GROSS_SALES; DT_Date; Tab KPIs & Joint Org Measures	FT_CARAT_GROSS_SALES[CALENDAR_DATE]; DT_Date[Month_Number]; FT_CARAT_GROSS_SALES[MONTH1]; FT_CARAT_GROSS_SALES[TOTAL_AR]; FT_CARAT_GROSS_SALES[GROSS_SALES_CURR_MONTH]; FT_CARAT_GROSS_SALES[MONTH2]; FT_CARAT_GROSS_SALES[GROSS_SALES_M1]; FT_CARAT_GROSS_SALES[MONTH3]; FT_CARAT_GROSS_SALES[GROSS_SALES_M2]; FT_CARAT_GROSS_SALES[MONTH4]; FT_CARAT_GROSS_SALES[GROSS_SALES_M3]; FT_CARAT_GROSS_SALES[MONTH5]; FT_CARAT_GROSS_SALES[GROSS_SALES_M4]; FT_CARAT_GROSS_SALES[MONTH6]; FT_CARAT_GROSS_SALES[GROSS_SALES_M5]; FT_CARAT_GROSS_SALES[MONTH7]; FT_CARAT_GROSS_SALES[GROSS_SALES_M6]; FT_CARAT_GROSS_SALES[MONTH8]; FT_CARAT_GROSS_SALES[GROSS_SALES_M7]; FT_CARAT_GROSS_SALES[MONTH9]; FT_CARAT_GROSS_SALES[GROSS_SALES_M8]; FT_CARAT_GROSS_SALES[MONTH10]; FT_CARAT_GROSS_SALES[GROSS_SALES_M9]; FT_CARAT_GROSS_SALES[MONTH11]; FT_CARAT_GROSS_SALES[GROSS_SALES_M10]; FT_CARAT_GROSS_SALES[MONTH12]; FT_CARAT_GROSS_SALES[GROSS_SALES_M11]; DT_Date[Date]
